seq,slot,bytes,npts,e2e_us,fft_us,peak_hz,expect_hz,ok,gitsha
78,2,16640,4096,12.496,7.776,80078.1,80000.0,1,2eb80be
79,3,16640,4096,12.304,7.584,84960.9,85000.0,1,2eb80be
80,0,16640,4096,12.353,6.944,10009.8,10000.0,1,2eb80be
81,1,16640,4096,12.720,7.136,14892.6,15000.0,1,2eb80be
82,2,16640,4096,13.584,7.712,20019.5,20000.0,1,2eb80be
83,3,16640,4096,12.880,8.064,24902.3,25000.0,1,2eb80be
84,0,16640,4096,13.072,7.232,30029.3,30000.0,1,2eb80be
85,1,16640,4096,13.712,7.872,34912.1,35000.0,1,2eb80be
86,2,16640,4096,12.704,7.168,40039.1,40000.0,1,2eb80be
87,3,16640,4096,12.800,8.224,44921.9,45000.0,1,2eb80be
88,0,16640,4096,12.848,7.072,50048.8,50000.0,1,2eb80be
89,1,16640,4096,13.264,7.648,54931.6,55000.0,1,2eb80be
90,2,16640,4096,12.096,6.560,60058.6,60000.0,1,2eb80be
91,3,16640,4096,11.472,5.952,64941.4,65000.0,1,2eb80be
92,0,16640,4096,12.816,7.264,70068.4,70000.0,1,2eb80be
93,1,16640,4096,13.136,7.488,74951.2,75000.0,1,2eb80be
94,2,16640,4096,14.896,9.504,80078.1,80000.0,1,2eb80be
95,3,16640,4096,12.752,7.328,84960.9,85000.0,1,2eb80be
96,0,16640,4096,12.880,7.392,10009.8,10000.0,1,2eb80be
97,1,16640,4096,12.704,7.104,14892.6,15000.0,1,2eb80be
98,2,16640,4096,14.048,6.720,20019.5,20000.0,1,2eb80be
99,3,16640,4096,12.720,8.096,24902.3,25000.0,1,2eb80be
100,0,16640,4096,12.192,7.520,30029.3,30000.0,1,2eb80be
101,1,16640,4096,13.040,8.256,34912.1,35000.0,1,2eb80be
102,2,16640,4096,12.625,8.192,40039.1,40000.0,1,2eb80be
103,3,16640,4096,12.896,8.096,44921.9,45000.0,1,2eb80be
104,0,16640,4096,12.288,7.712,50048.8,50000.0,1,2eb80be
105,1,16640,4096,12.080,7.520,54931.6,55000.0,1,2eb80be
106,2,16640,4096,12.208,7.456,60058.6,60000.0,1,2eb80be
107,3,16640,4096,12.640,7.872,64941.4,65000.0,1,2eb80be
108,0,16640,4096,12.768,8.320,70068.4,70000.0,1,2eb80be
109,1,16640,4096,12.432,8.096,74951.2,75000.0,1,2eb80be
110,2,16640,4096,12.592,7.936,80078.1,80000.0,1,2eb80be
111,3,16640,4096,12.672,8.224,84960.9,85000.0,1,2eb80be
112,0,16640,4096,13.344,7.392,10009.8,10000.0,1,2eb80be
113,1,16640,4096,12.624,6.976,14892.6,15000.0,1,2eb80be
114,2,16640,4096,12.752,7.232,20019.5,20000.0,1,2eb80be
115,3,16640,4096,12.752,8.160,24902.3,25000.0,1,2eb80be
116,0,16640,4096,12.368,7.648,30029.3,30000.0,1,2eb80be
117,1,16640,4096,12.384,6.784,34912.1,35000.0,1,2eb80be
118,2,16640,4096,13.105,7.520,40039.1,40000.0,1,2eb80be
119,3,16640,4096,15.088,9.248,44921.9,45000.0,1,2eb80be
120,0,16640,4096,11.376,5.632,50048.8,50000.0,1,2eb80be
121,1,16640,4096,13.296,7.296,54931.6,55000.0,1,2eb80be
122,2,16640,4096,11.952,5.440,60058.6,60000.0,1,2eb80be
123,3,16640,4096,12.480,6.784,64941.4,65000.0,1,2eb80be
124,0,16640,4096,12.320,6.752,70068.4,70000.0,1,2eb80be
125,1,16640,4096,11.632,5.824,74951.2,75000.0,1,2eb80be
126,2,16640,4096,14.689,6.592,80078.1,80000.0,1,2eb80be
127,3,16640,4096,14.304,6.656,84960.9,85000.0,1,2eb80be
128,0,16640,4096,12.960,7.232,10009.8,10000.0,1,2eb80be
129,1,16640,4096,12.880,7.168,14892.6,15000.0,1,2eb80be
130,2,16640,4096,16.368,6.880,20019.5,20000.0,1,2eb80be
131,3,16640,4096,11.088,5.440,24902.3,25000.0,1,2eb80be
132,0,16640,4096,13.040,7.488,30029.3,30000.0,1,2eb80be
133,1,16640,4096,12.976,7.392,34912.1,35000.0,1,2eb80be
134,2,16640,4096,11.360,5.728,40039.1,40000.0,1,2eb80be
135,3,16640,4096,12.992,8.160,44921.9,45000.0,1,2eb80be
136,0,16640,4096,12.288,7.552,50048.8,50000.0,1,2eb80be
137,1,16640,4096,13.120,7.200,54931.6,55000.0,1,2eb80be
138,2,16640,4096,12.672,7.136,60058.6,60000.0,1,2eb80be
139,3,16640,4096,12.688,7.072,64941.4,65000.0,1,2eb80be
140,0,16640,4096,12.704,7.968,70068.4,70000.0,1,2eb80be
141,1,16640,4096,12.832,8.192,74951.2,75000.0,1,2eb80be
142,2,16640,4096,12.672,7.840,80078.1,80000.0,1,2eb80be
143,3,16640,4096,12.832,7.808,84960.9,85000.0,1,2eb80be
144,0,16640,4096,11.280,6.176,10009.8,10000.0,1,2eb80be
145,1,16640,4096,13.072,8.352,14892.6,15000.0,1,2eb80be
146,2,16640,4096,12.288,7.360,20019.5,20000.0,1,2eb80be
147,3,16640,4096,12.544,7.776,24902.3,25000.0,1,2eb80be
148,0,16640,4096,12.944,8.416,30029.3,30000.0,1,2eb80be
149,1,16640,4096,12.992,8.096,34912.1,35000.0,1,2eb80be
150,2,16640,4096,11.232,6.336,40039.1,40000.0,1,2eb80be
151,3,16640,4096,13.008,8.288,44921.9,45000.0,1,2eb80be
152,0,16640,4096,12.912,8.064,50048.8,50000.0,1,2eb80be
153,1,16640,4096,12.912,8.064,54931.6,55000.0,1,2eb80be
154,2,16640,4096,12.928,8.224,60058.6,60000.0,1,2eb80be
155,3,16640,4096,13.152,8.480,64941.4,65000.0,1,2eb80be
156,0,16640,4096,11.216,6.528,70068.4,70000.0,1,2eb80be
157,1,16640,4096,12.336,7.680,74951.2,75000.0,1,2eb80be
158,2,16640,4096,12.752,8.000,80078.1,80000.0,1,2eb80be
159,3,16640,4096,12.432,7.648,84960.9,85000.0,1,2eb80be
160,0,16640,4096,12.912,8.192,10009.8,10000.0,1,2eb80be
161,1,16640,4096,12.992,8.224,14892.6,15000.0,1,2eb80be
162,2,16640,4096,12.944,8.032,20019.5,20000.0,1,2eb80be
163,3,16640,4096,12.736,8.000,24902.3,25000.0,1,2eb80be
164,0,16640,4096,12.944,8.352,30029.3,30000.0,1,2eb80be
165,1,16640,4096,13.728,6.624,34912.1,35000.0,1,2eb80be
166,2,16640,4096,27.408,13.632,40039.1,40000.0,1,2eb80be
167,3,16640,4096,15.504,7.392,44921.9,45000.0,1,2eb80be
168,0,16640,4096,14.704,9.792,50048.8,50000.0,1,2eb80be
169,1,16640,4096,39.664,31.008,54931.6,55000.0,1,2eb80be
170,2,16640,4096,16.512,11.520,60058.6,60000.0,1,2eb80be
171,3,16640,4096,38.704,21.568,64941.4,65000.0,1,2eb80be
172,0,16640,4096,15.504,5.792,70068.4,70000.0,1,2eb80be
173,1,16640,4096,37.328,18.912,74951.2,75000.0,1,2eb80be
174,2,16640,4096,111.504,11.680,80078.1,80000.0,1,2eb80be
175,3,16640,4096,171.921,27.168,84960.9,85000.0,1,2eb80be
176,0,16640,4096,25.424,6.368,10009.8,10000.0,1,2eb80be
177,1,16640,4096,11.296,5.888,14892.6,15000.0,1,2eb80be
178,2,16640,4096,12.736,7.936,20019.5,20000.0,1,2eb80be
179,3,16640,4096,42.272,23.968,24902.3,25000.0,1,2eb80be
180,0,16640,4096,42.145,23.840,30029.3,30000.0,1,2eb80be
181,1,16640,4096,14.576,8.352,34912.1,35000.0,1,2eb80be
182,2,16640,4096,43.392,24.448,40039.1,40000.0,1,2eb80be
183,3,16640,4096,12.000,6.336,44921.9,45000.0,1,2eb80be
184,0,16640,4096,43.376,23.808,50048.8,50000.0,1,2eb80be
185,1,16640,4096,12.256,6.368,54931.6,55000.0,1,2eb80be
186,2,16640,4096,11.456,5.888,60058.6,60000.0,1,2eb80be
187,3,16640,4096,12.944,8.384,64941.4,65000.0,1,2eb80be
188,0,16640,4096,42.384,23.936,70068.4,70000.0,1,2eb80be
189,1,16640,4096,13.248,7.040,74951.2,75000.0,1,2eb80be
190,2,16640,4096,42.896,24.768,80078.1,80000.0,1,2eb80be
191,3,16640,4096,41.152,23.232,84960.9,85000.0,1,2eb80be
192,0,16640,4096,41.008,23.136,10009.8,10000.0,1,2eb80be
193,1,16640,4096,42.720,24.672,14892.6,15000.0,1,2eb80be
194,2,16640,4096,14.000,7.808,20019.5,20000.0,1,2eb80be
195,3,16640,4096,41.808,23.520,24902.3,25000.0,1,2eb80be
196,0,16640,4096,13.840,7.744,30029.3,30000.0,1,2eb80be
197,1,16640,4096,66.960,37.024,34912.1,35000.0,1,2eb80be
198,2,16640,4096,14.816,7.872,40039.1,40000.0,1,2eb80be
199,3,16640,4096,12.784,7.200,44921.9,45000.0,1,2eb80be
200,0,16640,4096,40.928,23.104,50048.8,50000.0,1,2eb80be
201,1,16640,4096,13.920,7.584,54931.6,55000.0,1,2eb80be
202,2,16640,4096,52.160,26.784,60058.6,60000.0,1,2eb80be
203,3,16640,4096,11.968,6.272,64941.4,65000.0,1,2eb80be
204,0,16640,4096,12.880,8.256,70068.4,70000.0,1,2eb80be
205,1,16640,4096,42.432,23.904,74951.2,75000.0,1,2eb80be
206,2,16640,4096,13.313,7.584,80078.1,80000.0,1,2eb80be
207,3,16640,4096,67.280,35.488,84960.9,85000.0,1,2eb80be
208,0,16640,4096,17.184,9.536,10009.8,10000.0,1,2eb80be
209,1,16640,4096,66.528,37.024,14892.6,15000.0,1,2eb80be
210,2,16640,4096,40.720,22.848,20019.5,20000.0,1,2eb80be
211,3,16640,4096,40.496,22.656,24902.3,25000.0,1,2eb80be
212,0,16640,4096,42.609,24.800,30029.3,30000.0,1,2eb80be
213,1,16640,4096,40.928,23.328,34912.1,35000.0,1,2eb80be
214,2,16640,4096,11.632,6.912,40039.1,40000.0,1,2eb80be
215,3,16640,4096,41.968,23.872,44921.9,45000.0,1,2eb80be
216,0,16640,4096,13.264,7.616,50048.8,50000.0,1,2eb80be
217,1,16640,4096,40.560,22.784,54931.6,55000.0,1,2eb80be
218,2,16640,4096,40.736,23.360,60058.6,60000.0,1,2eb80be
219,3,16640,4096,53.328,29.408,64941.4,65000.0,1,2eb80be
220,0,16640,4096,23.585,13.856,70068.4,70000.0,1,2eb80be
221,1,16640,4096,17.152,10.496,74951.2,75000.0,1,2eb80be
222,2,16640,4096,16.752,10.528,80078.1,80000.0,1,2eb80be
223,3,16640,4096,14.544,9.280,84960.9,85000.0,1,2eb80be
224,0,16640,4096,13.280,7.616,10009.8,10000.0,1,2eb80be
225,1,16640,4096,15.232,10.208,14892.6,15000.0,1,2eb80be
226,2,16640,4096,12.848,7.872,20019.5,20000.0,1,2eb80be
227,3,16640,4096,12.560,7.456,24902.3,25000.0,1,2eb80be
228,0,16640,4096,14.768,9.760,30029.3,30000.0,1,2eb80be
229,1,16640,4096,13.024,8.032,34912.1,35000.0,1,2eb80be
230,2,16640,4096,12.496,7.520,40039.1,40000.0,1,2eb80be
231,3,16640,4096,15.184,10.016,44921.9,45000.0,1,2eb80be
232,0,16640,4096,12.992,7.904,50048.8,50000.0,1,2eb80be
233,1,16640,4096,12.816,7.968,54931.6,55000.0,1,2eb80be
234,2,16640,4096,15.312,10.112,60058.6,60000.0,1,2eb80be
235,3,16640,4096,14.080,8.416,64941.4,65000.0,1,2eb80be
236,0,16640,4096,13.408,7.520,70068.4,70000.0,1,2eb80be
237,1,16640,4096,16.096,7.776,74951.2,75000.0,1,2eb80be
238,2,16640,4096,14.144,9.280,80078.1,80000.0,1,2eb80be
239,3,16640,4096,13.537,8.576,84960.9,85000.0,1,2eb80be
240,0,16640,4096,14.688,9.760,10009.8,10000.0,1,2eb80be
241,1,16640,4096,15.984,10.144,14892.6,15000.0,1,2eb80be
242,2,16640,4096,15.136,9.184,20019.5,20000.0,1,2eb80be
243,3,16640,4096,15.392,9.760,24902.3,25000.0,1,2eb80be
244,0,16640,4096,15.072,10.240,30029.3,30000.0,1,2eb80be
245,1,16640,4096,14.672,9.760,34912.1,35000.0,1,2eb80be
246,2,16640,4096,14.752,10.016,40039.1,40000.0,1,2eb80be
247,3,16640,4096,16.336,11.360,44921.9,45000.0,1,2eb80be
248,0,16640,4096,15.760,10.016,50048.8,50000.0,1,2eb80be
249,1,16640,4096,15.952,9.920,54931.6,55000.0,1,2eb80be
250,2,16640,4096,16.016,10.048,60058.6,60000.0,1,2eb80be
251,3,16640,4096,14.960,9.984,64941.4,65000.0,1,2eb80be
252,0,16640,4096,15.040,9.184,70068.4,70000.0,1,2eb80be
253,1,16640,4096,16.624,11.456,74951.2,75000.0,1,2eb80be
254,2,16640,4096,15.184,9.600,80078.1,80000.0,1,2eb80be
255,3,16640,4096,16.656,10.496,84960.9,85000.0,1,2eb80be
256,0,16640,4096,16.336,10.336,10009.8,10000.0,1,2eb80be
257,1,16640,4096,16.496,10.464,14892.6,15000.0,1,2eb80be
258,2,16640,4096,15.824,9.792,20019.5,20000.0,1,2eb80be
259,3,16640,4096,16.048,9.984,24902.3,25000.0,1,2eb80be
260,0,16640,4096,15.616,9.888,30029.3,30000.0,1,2eb80be
261,1,16640,4096,14.512,9.568,34912.1,35000.0,1,2eb80be
262,2,16640,4096,14.224,9.152,40039.1,40000.0,1,2eb80be
263,3,16640,4096,14.336,9.280,44921.9,45000.0,1,2eb80be
264,0,16640,4096,14.512,8.768,50048.8,50000.0,1,2eb80be
265,1,16640,4096,14.816,9.792,54931.6,55000.0,1,2eb80be
266,2,16640,4096,15.664,10.720,60058.6,60000.0,1,2eb80be
267,3,16640,4096,13.681,8.960,64941.4,65000.0,1,2eb80be
268,0,16640,4096,16.192,11.072,70068.4,70000.0,1,2eb80be
269,1,16640,4096,15.104,10.272,74951.2,75000.0,1,2eb80be
270,2,16640,4096,15.968,9.952,80078.1,80000.0,1,2eb80be
271,3,16640,4096,16.304,10.368,84960.9,85000.0,1,2eb80be
272,0,16640,4096,15.600,10.592,10009.8,10000.0,1,2eb80be
273,1,16640,4096,14.496,9.408,14892.6,15000.0,1,2eb80be
274,2,16640,4096,14.416,9.376,20019.5,20000.0,1,2eb80be
275,3,16640,4096,15.984,10.976,24902.3,25000.0,1,2eb80be
276,0,16640,4096,14.896,9.344,30029.3,30000.0,1,2eb80be
277,1,16640,4096,16.016,10.272,34912.1,35000.0,1,2eb80be
278,2,16640,4096,15.504,9.536,40039.1,40000.0,1,2eb80be
279,3,16640,4096,16.000,10.688,44921.9,45000.0,1,2eb80be
280,0,16640,4096,13.968,9.152,50048.8,50000.0,1,2eb80be
281,1,16640,4096,15.376,9.568,54931.6,55000.0,1,2eb80be
282,2,16640,4096,15.632,9.600,60058.6,60000.0,1,2eb80be
283,3,16640,4096,14.208,9.248,64941.4,65000.0,1,2eb80be
284,0,16640,4096,14.896,9.952,70068.4,70000.0,1,2eb80be
285,1,16640,4096,14.512,9.600,74951.2,75000.0,1,2eb80be
286,2,16640,4096,18.704,12.384,80078.1,80000.0,1,2eb80be
287,3,16640,4096,19.056,12.544,84960.9,85000.0,1,2eb80be
288,0,16640,4096,16.128,9.792,10009.8,10000.0,1,2eb80be
289,1,16640,4096,14.912,9.792,14892.6,15000.0,1,2eb80be
290,2,16640,4096,13.808,8.928,20019.5,20000.0,1,2eb80be
291,3,16640,4096,15.456,10.112,24902.3,25000.0,1,2eb80be
292,0,16640,4096,14.576,9.920,30029.3,30000.0,1,2eb80be
293,1,16640,4096,17.120,10.784,34912.1,35000.0,1,2eb80be
294,2,16640,4096,17.360,11.040,40039.1,40000.0,1,2eb80be
295,3,16640,4096,16.592,10.624,44921.9,45000.0,1,2eb80be
296,0,16640,4096,14.800,9.696,50048.8,50000.0,1,2eb80be
297,1,16640,4096,15.392,10.336,54931.6,55000.0,1,2eb80be
298,2,16640,4096,14.896,9.952,60058.6,60000.0,1,2eb80be
299,3,16640,4096,15.248,10.080,64941.4,65000.0,1,2eb80be
300,0,16640,4096,14.384,9.536,70068.4,70000.0,1,2eb80be
301,1,16640,4096,16.432,10.464,74951.2,75000.0,1,2eb80be
302,2,16640,4096,15.872,9.920,80078.1,80000.0,1,2eb80be
303,3,16640,4096,14.704,9.760,84960.9,85000.0,1,2eb80be
304,0,16640,4096,20.544,15.296,10009.8,10000.0,1,2eb80be
305,1,16640,4096,15.104,9.888,14892.6,15000.0,1,2eb80be
306,2,16640,4096,16.064,10.176,20019.5,20000.0,1,2eb80be
307,3,16640,4096,16.112,10.048,24902.3,25000.0,1,2eb80be
308,0,16640,4096,15.920,10.816,30029.3,30000.0,1,2eb80be
309,1,16640,4096,14.304,9.472,34912.1,35000.0,1,2eb80be
310,2,16640,4096,14.480,9.472,40039.1,40000.0,1,2eb80be
311,3,16640,4096,15.072,10.016,44921.9,45000.0,1,2eb80be
312,0,16640,4096,15.168,10.144,50048.8,50000.0,1,2eb80be
313,1,16640,4096,14.192,9.184,54931.6,55000.0,1,2eb80be
314,2,16640,4096,14.144,9.120,60058.6,60000.0,1,2eb80be
315,3,16640,4096,14.688,9.760,64941.4,65000.0,1,2eb80be
316,0,16640,4096,14.912,9.824,70068.4,70000.0,1,2eb80be
317,1,16640,4096,15.072,9.952,74951.2,75000.0,1,2eb80be
318,2,16640,4096,15.024,9.856,80078.1,80000.0,1,2eb80be
319,3,16640,4096,15.616,10.432,84960.9,85000.0,1,2eb80be
320,0,16640,4096,14.096,9.280,10009.8,10000.0,1,2eb80be
321,1,16640,4096,14.496,9.504,14892.6,15000.0,1,2eb80be
322,2,16640,4096,14.129,9.024,20019.5,20000.0,1,2eb80be
323,3,16640,4096,14.576,9.600,24902.3,25000.0,1,2eb80be
324,0,16640,4096,14.880,9.824,30029.3,30000.0,1,2eb80be
325,1,16640,4096,14.464,9.440,34912.1,35000.0,1,2eb80be
326,2,16640,4096,14.720,9.664,40039.1,40000.0,1,2eb80be
327,3,16640,4096,14.768,9.632,44921.9,45000.0,1,2eb80be
328,0,16640,4096,15.520,10.240,50048.8,50000.0,1,2eb80be
329,1,16640,4096,14.848,9.632,54931.6,55000.0,1,2eb80be
330,2,16640,4096,14.416,9.536,60058.6,60000.0,1,2eb80be
331,3,16640,4096,14.577,9.504,64941.4,65000.0,1,2eb80be
332,0,16640,4096,14.464,9.344,70068.4,70000.0,1,2eb80be
333,1,16640,4096,14.976,9.920,74951.2,75000.0,1,2eb80be
334,2,16640,4096,16.096,11.104,80078.1,80000.0,1,2eb80be
335,3,16640,4096,14.208,9.152,84960.9,85000.0,1,2eb80be
336,0,16640,4096,14.752,9.728,10009.8,10000.0,1,2eb80be
337,1,16640,4096,14.528,9.408,14892.6,15000.0,1,2eb80be
338,2,16640,4096,14.976,9.920,20019.5,20000.0,1,2eb80be
339,3,16640,4096,16.192,10.944,24902.3,25000.0,1,2eb80be
340,0,16640,4096,14.400,9.440,30029.3,30000.0,1,2eb80be
341,1,16640,4096,16.192,11.040,34912.1,35000.0,1,2eb80be
342,2,16640,4096,15.392,10.688,40039.1,40000.0,1,2eb80be
343,3,16640,4096,16.560,11.456,44921.9,45000.0,1,2eb80be
344,0,16640,4096,14.000,9.344,50048.8,50000.0,1,2eb80be
345,1,16640,4096,14.768,9.376,54931.6,55000.0,1,2eb80be
346,2,16640,4096,14.448,9.568,60058.6,60000.0,1,2eb80be
347,3,16640,4096,14.560,9.536,64941.4,65000.0,1,2eb80be
348,0,16640,4096,14.336,9.312,70068.4,70000.0,1,2eb80be
349,1,16640,4096,14.704,9.792,74951.2,75000.0,1,2eb80be
350,2,16640,4096,14.880,9.888,80078.1,80000.0,1,2eb80be
351,3,16640,4096,15.360,10.176,84960.9,85000.0,1,2eb80be
352,0,16640,4096,17.472,12.160,10009.8,10000.0,1,2eb80be
353,1,16640,4096,16.320,11.168,14892.6,15000.0,1,2eb80be
354,2,16640,4096,13.744,9.024,20019.5,20000.0,1,2eb80be
355,3,16640,4096,14.976,9.856,24902.3,25000.0,1,2eb80be
356,0,16640,4096,14.448,9.344,30029.3,30000.0,1,2eb80be
357,1,16640,4096,16.064,10.944,34912.1,35000.0,1,2eb80be
358,2,16640,4096,14.688,9.632,40039.1,40000.0,1,2eb80be
359,3,16640,4096,16.368,11.136,44921.9,45000.0,1,2eb80be
360,0,16640,4096,14.128,9.440,50048.8,50000.0,1,2eb80be
361,1,16640,4096,15.056,9.984,54931.6,55000.0,1,2eb80be
362,2,16640,4096,14.704,9.408,60058.6,60000.0,1,2eb80be
363,3,16640,4096,16.096,11.072,64941.4,65000.0,1,2eb80be
364,0,16640,4096,13.792,9.120,70068.4,70000.0,1,2eb80be
365,1,16640,4096,15.520,10.144,74951.2,75000.0,1,2eb80be
366,2,16640,4096,14.976,9.920,80078.1,80000.0,1,2eb80be
367,3,16640,4096,15.008,10.016,84960.9,85000.0,1,2eb80be
368,0,16640,4096,14.784,9.728,10009.8,10000.0,1,2eb80be
369,1,16640,4096,15.280,10.112,14892.6,15000.0,1,2eb80be
370,2,16640,4096,14.976,9.888,20019.5,20000.0,1,2eb80be
371,3,16640,4096,16.016,9.984,24902.3,25000.0,1,2eb80be
372,0,16640,4096,16.112,10.176,30029.3,30000.0,1,2eb80be
373,1,16640,4096,16.608,11.392,34912.1,35000.0,1,2eb80be
374,2,16640,4096,15.056,9.984,40039.1,40000.0,1,2eb80be
375,3,16640,4096,14.880,9.664,44921.9,45000.0,1,2eb80be
376,0,16640,4096,14.496,9.376,50048.8,50000.0,1,2eb80be
377,1,16640,4096,15.696,10.496,54931.6,55000.0,1,2eb80be
378,2,16640,4096,14.944,9.792,60058.6,60000.0,1,2eb80be
379,3,16640,4096,14.225,8.512,64941.4,65000.0,1,2eb80be
380,0,16640,4096,14.896,9.824,70068.4,70000.0,1,2eb80be
381,1,16640,4096,17.104,11.488,74951.2,75000.0,1,2eb80be
382,2,16640,4096,16.080,10.944,80078.1,80000.0,1,2eb80be
383,3,16640,4096,14.528,9.376,84960.9,85000.0,1,2eb80be
384,0,16640,4096,14.736,9.536,10009.8,10000.0,1,2eb80be
385,1,16640,4096,15.056,9.920,14892.6,15000.0,1,2eb80be
