seq,slot,bytes,npts,e2e_us,fft_us,peak_hz,expect_hz,ok,gitsha
30,2,16640,4096,71.632,38.016,80078.1,80000.0,1,2eb80be
31,3,16640,4096,86.000,52.576,84960.9,85000.0,1,2eb80be
32,0,16640,4096,68.416,38.016,10009.8,10000.0,1,2eb80be
33,1,16640,4096,15.952,8.832,14892.6,15000.0,1,2eb80be
34,2,16640,4096,14.752,7.968,20019.5,20000.0,1,2eb80be
35,3,16640,4096,15.568,8.448,24902.3,25000.0,1,2eb80be
36,0,16640,4096,14.672,8.000,30029.3,30000.0,1,2eb80be
37,1,16640,4096,14.736,7.680,34912.1,35000.0,1,2eb80be
38,2,16640,4096,40.352,22.784,40039.1,40000.0,1,2eb80be
39,3,16640,4096,13.632,7.648,44921.9,45000.0,1,2eb80be
40,0,16640,4096,12.032,6.144,50048.8,50000.0,1,2eb80be
41,1,16640,4096,39.840,22.080,54931.6,55000.0,1,2eb80be
42,2,16640,4096,11.632,6.816,60058.6,60000.0,1,2eb80be
43,3,16640,4096,13.120,8.128,64941.4,65000.0,1,2eb80be
44,0,16640,4096,41.824,24.000,70068.4,70000.0,1,2eb80be
45,1,16640,4096,12.256,6.272,74951.2,75000.0,1,2eb80be
46,2,16640,4096,12.705,6.944,80078.1,80000.0,1,2eb80be
47,3,16640,4096,39.536,21.984,84960.9,85000.0,1,2eb80be
48,0,16640,4096,13.552,7.520,10009.8,10000.0,1,2eb80be
49,1,16640,4096,40.720,24.032,14892.6,15000.0,1,2eb80be
50,2,16640,4096,13.792,7.840,20019.5,20000.0,1,2eb80be
51,3,16640,4096,39.760,21.952,24902.3,25000.0,1,2eb80be
52,0,16640,4096,11.904,7.200,30029.3,30000.0,1,2eb80be
53,1,16640,4096,12.912,8.288,34912.1,35000.0,1,2eb80be
54,2,16640,4096,41.377,23.680,40039.1,40000.0,1,2eb80be
55,3,16640,4096,12.032,6.048,44921.9,45000.0,1,2eb80be
56,0,16640,4096,39.600,21.824,50048.8,50000.0,1,2eb80be
57,1,16640,4096,13.184,7.232,54931.6,55000.0,1,2eb80be
58,2,16640,4096,11.680,5.952,60058.6,60000.0,1,2eb80be
59,3,16640,4096,39.232,22.272,64941.4,65000.0,1,2eb80be
60,0,16640,4096,14.576,5.952,70068.4,70000.0,1,2eb80be
61,1,16640,4096,13.136,7.520,74951.2,75000.0,1,2eb80be
62,2,16640,4096,39.521,23.072,80078.1,80000.0,1,2eb80be
63,3,16640,4096,42.320,23.840,84960.9,85000.0,1,2eb80be
64,0,16640,4096,42.624,24.320,10009.8,10000.0,1,2eb80be
65,1,16640,4096,12.960,7.360,14892.6,15000.0,1,2eb80be
66,2,16640,4096,41.760,23.072,20019.5,20000.0,1,2eb80be
67,3,16640,4096,40.800,22.624,24902.3,25000.0,1,2eb80be
68,0,16640,4096,40.912,23.872,30029.3,30000.0,1,2eb80be
69,1,16640,4096,11.440,5.792,34912.1,35000.0,1,2eb80be
70,2,16640,4096,12.544,6.912,40039.1,40000.0,1,2eb80be
71,3,16640,4096,13.792,9.472,44921.9,45000.0,1,2eb80be
72,0,16640,4096,42.080,24.096,50048.8,50000.0,1,2eb80be
73,1,16640,4096,13.520,7.680,54931.6,55000.0,1,2eb80be
74,2,16640,4096,13.072,7.264,60058.6,60000.0,1,2eb80be
75,3,16640,4096,12.688,7.040,64941.4,65000.0,1,2eb80be
76,0,16640,4096,12.384,6.912,70068.4,70000.0,1,2eb80be
77,1,16640,4096,12.448,6.784,74951.2,75000.0,1,2eb80be
78,2,16640,4096,11.281,5.600,80078.1,80000.0,1,2eb80be
79,3,16640,4096,11.824,7.072,84960.9,85000.0,1,2eb80be
80,0,16640,4096,12.272,7.104,10009.8,10000.0,1,2eb80be
81,1,16640,4096,12.416,7.360,14892.6,15000.0,1,2eb80be
82,2,16640,4096,10.976,6.336,20019.5,20000.0,1,2eb80be
83,3,16640,4096,12.496,7.168,24902.3,25000.0,1,2eb80be
84,0,16640,4096,12.160,6.784,30029.3,30000.0,1,2eb80be
85,1,16640,4096,10.992,5.472,34912.1,35000.0,1,2eb80be
86,2,16640,4096,11.857,6.624,40039.1,40000.0,1,2eb80be
87,3,16640,4096,12.720,7.968,44921.9,45000.0,1,2eb80be
88,0,16640,4096,11.824,7.232,50048.8,50000.0,1,2eb80be
89,1,16640,4096,11.600,7.328,54931.6,55000.0,1,2eb80be
90,2,16640,4096,12.080,7.808,60058.6,60000.0,1,2eb80be
91,3,16640,4096,12.656,7.968,64941.4,65000.0,1,2eb80be
92,0,16640,4096,11.760,7.264,70068.4,70000.0,1,2eb80be
93,1,16640,4096,12.704,7.872,74951.2,75000.0,1,2eb80be
94,2,16640,4096,11.136,5.920,80078.1,80000.0,1,2eb80be
95,3,16640,4096,12.608,8.096,84960.9,85000.0,1,2eb80be
96,0,16640,4096,12.176,7.168,10009.8,10000.0,1,2eb80be
97,1,16640,4096,11.952,7.264,14892.6,15000.0,1,2eb80be
98,2,16640,4096,12.608,7.328,20019.5,20000.0,1,2eb80be
99,3,16640,4096,12.320,7.616,24902.3,25000.0,1,2eb80be
100,0,16640,4096,12.544,7.648,30029.3,30000.0,1,2eb80be
101,1,16640,4096,12.064,6.656,34912.1,35000.0,1,2eb80be
102,2,16640,4096,12.592,7.872,40039.1,40000.0,1,2eb80be
103,3,16640,4096,12.544,7.968,44921.9,45000.0,1,2eb80be
104,0,16640,4096,12.000,7.424,50048.8,50000.0,1,2eb80be
105,1,16640,4096,12.432,7.712,54931.6,55000.0,1,2eb80be
106,2,16640,4096,11.889,7.520,60058.6,60000.0,1,2eb80be
107,3,16640,4096,12.192,7.424,64941.4,65000.0,1,2eb80be
108,0,16640,4096,11.040,6.272,70068.4,70000.0,1,2eb80be
109,1,16640,4096,12.656,8.032,74951.2,75000.0,1,2eb80be
110,2,16640,4096,12.256,7.232,80078.1,80000.0,1,2eb80be
111,3,16640,4096,12.560,7.904,84960.9,85000.0,1,2eb80be
112,0,16640,4096,12.288,7.552,10009.8,10000.0,1,2eb80be
113,1,16640,4096,12.144,7.616,14892.6,15000.0,1,2eb80be
114,2,16640,4096,12.272,7.776,20019.5,20000.0,1,2eb80be
115,3,16640,4096,10.496,6.208,24902.3,25000.0,1,2eb80be
116,0,16640,4096,12.688,7.872,30029.3,30000.0,1,2eb80be
117,1,16640,4096,12.016,7.488,34912.1,35000.0,1,2eb80be
118,2,16640,4096,12.192,7.456,40039.1,40000.0,1,2eb80be
119,3,16640,4096,11.968,7.520,44921.9,45000.0,1,2eb80be
120,0,16640,4096,12.496,7.872,50048.8,50000.0,1,2eb80be
121,1,16640,4096,12.080,7.296,54931.6,55000.0,1,2eb80be
122,2,16640,4096,11.696,6.688,60058.6,60000.0,1,2eb80be
123,3,16640,4096,12.368,7.680,64941.4,65000.0,1,2eb80be
124,0,16640,4096,10.992,6.240,70068.4,70000.0,1,2eb80be
125,1,16640,4096,12.016,7.392,74951.2,75000.0,1,2eb80be
126,2,16640,4096,12.880,8.096,80078.1,80000.0,1,2eb80be
127,3,16640,4096,12.352,7.776,84960.9,85000.0,1,2eb80be
128,0,16640,4096,10.640,6.080,10009.8,10000.0,1,2eb80be
129,1,16640,4096,12.656,8.032,14892.6,15000.0,1,2eb80be
130,2,16640,4096,10.960,6.304,20019.5,20000.0,1,2eb80be
131,3,16640,4096,12.256,6.944,24902.3,25000.0,1,2eb80be
132,0,16640,4096,12.145,7.520,30029.3,30000.0,1,2eb80be
133,1,16640,4096,11.872,7.296,34912.1,35000.0,1,2eb80be
134,2,16640,4096,10.224,5.184,40039.1,40000.0,1,2eb80be
135,3,16640,4096,12.864,8.224,44921.9,45000.0,1,2eb80be
136,0,16640,4096,12.272,7.616,50048.8,50000.0,1,2eb80be
137,1,16640,4096,10.480,5.504,54931.6,55000.0,1,2eb80be
138,2,16640,4096,12.368,7.872,60058.6,60000.0,1,2eb80be
139,3,16640,4096,12.672,8.000,64941.4,65000.0,1,2eb80be
140,0,16640,4096,12.320,6.944,70068.4,70000.0,1,2eb80be
141,1,16640,4096,11.936,7.296,74951.2,75000.0,1,2eb80be
142,2,16640,4096,12.096,7.680,80078.1,80000.0,1,2eb80be
143,3,16640,4096,11.456,7.296,84960.9,85000.0,1,2eb80be
144,0,16640,4096,12.576,7.840,10009.8,10000.0,1,2eb80be
145,1,16640,4096,12.320,7.648,14892.6,15000.0,1,2eb80be
146,2,16640,4096,11.104,6.400,20019.5,20000.0,1,2eb80be
147,3,16640,4096,12.112,7.648,24902.3,25000.0,1,2eb80be
148,0,16640,4096,12.384,7.744,30029.3,30000.0,1,2eb80be
149,1,16640,4096,12.528,7.872,34912.1,35000.0,1,2eb80be
150,2,16640,4096,11.616,7.328,40039.1,40000.0,1,2eb80be
151,3,16640,4096,12.864,8.256,44921.9,45000.0,1,2eb80be
152,0,16640,4096,12.336,7.552,50048.8,50000.0,1,2eb80be
153,1,16640,4096,12.848,8.032,54931.6,55000.0,1,2eb80be
154,2,16640,4096,12.608,7.968,60058.6,60000.0,1,2eb80be
155,3,16640,4096,11.968,7.328,64941.4,65000.0,1,2eb80be
156,0,16640,4096,12.448,7.808,70068.4,70000.0,1,2eb80be
157,1,16640,4096,12.513,7.360,74951.2,75000.0,1,2eb80be
158,2,16640,4096,12.416,7.744,80078.1,80000.0,1,2eb80be
159,3,16640,4096,12.672,7.840,84960.9,85000.0,1,2eb80be
160,0,16640,4096,12.000,7.552,10009.8,10000.0,1,2eb80be
161,1,16640,4096,12.192,7.424,14892.6,15000.0,1,2eb80be
162,2,16640,4096,11.120,6.464,20019.5,20000.0,1,2eb80be
163,3,16640,4096,11.056,6.272,24902.3,25000.0,1,2eb80be
164,0,16640,4096,12.192,7.488,30029.3,30000.0,1,2eb80be
165,1,16640,4096,10.848,5.728,34912.1,35000.0,1,2eb80be
166,2,16640,4096,12.480,7.904,40039.1,40000.0,1,2eb80be
167,3,16640,4096,12.368,7.776,44921.9,45000.0,1,2eb80be
168,0,16640,4096,10.976,6.240,50048.8,50000.0,1,2eb80be
169,1,16640,4096,10.992,6.176,54931.6,55000.0,1,2eb80be
170,2,16640,4096,10.912,6.208,60058.6,60000.0,1,2eb80be
171,3,16640,4096,11.952,7.360,64941.4,65000.0,1,2eb80be
172,0,16640,4096,11.120,6.400,70068.4,70000.0,1,2eb80be
173,1,16640,4096,10.992,5.184,74951.2,75000.0,1,2eb80be
174,2,16640,4096,11.952,7.328,80078.1,80000.0,1,2eb80be
175,3,16640,4096,12.080,7.456,84960.9,85000.0,1,2eb80be
176,0,16640,4096,10.960,6.176,10009.8,10000.0,1,2eb80be
177,1,16640,4096,11.136,6.368,14892.6,15000.0,1,2eb80be
178,2,16640,4096,11.952,6.944,20019.5,20000.0,1,2eb80be
179,3,16640,4096,12.352,7.808,24902.3,25000.0,1,2eb80be
180,0,16640,4096,10.896,6.208,30029.3,30000.0,1,2eb80be
181,1,16640,4096,12.144,7.616,34912.1,35000.0,1,2eb80be
182,2,16640,4096,12.737,8.064,40039.1,40000.0,1,2eb80be
183,3,16640,4096,12.400,7.648,44921.9,45000.0,1,2eb80be
184,0,16640,4096,12.176,7.808,50048.8,50000.0,1,2eb80be
185,1,16640,4096,12.336,7.584,54931.6,55000.0,1,2eb80be
186,2,16640,4096,12.576,7.776,60058.6,60000.0,1,2eb80be
187,3,16640,4096,12.528,7.840,64941.4,65000.0,1,2eb80be
188,0,16640,4096,12.336,7.616,70068.4,70000.0,1,2eb80be
189,1,16640,4096,12.448,7.840,74951.2,75000.0,1,2eb80be
190,2,16640,4096,12.512,7.744,80078.1,80000.0,1,2eb80be
191,3,16640,4096,12.416,7.840,84960.9,85000.0,1,2eb80be
192,0,16640,4096,12.592,7.872,10009.8,10000.0,1,2eb80be
193,1,16640,4096,12.848,8.224,14892.6,15000.0,1,2eb80be
194,2,16640,4096,11.889,7.392,20019.5,20000.0,1,2eb80be
195,3,16640,4096,11.776,7.328,24902.3,25000.0,1,2eb80be
196,0,16640,4096,10.688,6.208,30029.3,30000.0,1,2eb80be
197,1,16640,4096,10.816,6.048,34912.1,35000.0,1,2eb80be
198,2,16640,4096,12.208,7.584,40039.1,40000.0,1,2eb80be
199,3,16640,4096,11.008,6.624,44921.9,45000.0,1,2eb80be
200,0,16640,4096,12.672,7.936,50048.8,50000.0,1,2eb80be
201,1,16640,4096,12.640,7.872,54931.6,55000.0,1,2eb80be
202,2,16640,4096,10.960,6.240,60058.6,60000.0,1,2eb80be
203,3,16640,4096,12.880,8.064,64941.4,65000.0,1,2eb80be
204,0,16640,4096,11.680,7.200,70068.4,70000.0,1,2eb80be
205,1,16640,4096,11.936,7.424,74951.2,75000.0,1,2eb80be
206,2,16640,4096,13.041,8.512,80078.1,80000.0,1,2eb80be
207,3,16640,4096,13.008,8.128,84960.9,85000.0,1,2eb80be
208,0,16640,4096,12.368,7.296,10009.8,10000.0,1,2eb80be
209,1,16640,4096,12.208,7.488,14892.6,15000.0,1,2eb80be
210,2,16640,4096,12.336,7.488,20019.5,20000.0,1,2eb80be
211,3,16640,4096,12.768,7.808,24902.3,25000.0,1,2eb80be
212,0,16640,4096,12.288,7.488,30029.3,30000.0,1,2eb80be
213,1,16640,4096,12.032,7.488,34912.1,35000.0,1,2eb80be
214,2,16640,4096,12.048,7.328,40039.1,40000.0,1,2eb80be
215,3,16640,4096,13.008,8.096,44921.9,45000.0,1,2eb80be
216,0,16640,4096,11.056,6.208,50048.8,50000.0,1,2eb80be
217,1,16640,4096,11.712,6.944,54931.6,55000.0,1,2eb80be
218,2,16640,4096,12.400,7.648,60058.6,60000.0,1,2eb80be
219,3,16640,4096,12.912,8.160,64941.4,65000.0,1,2eb80be
220,0,16640,4096,12.944,8.160,70068.4,70000.0,1,2eb80be
221,1,16640,4096,10.912,6.208,74951.2,75000.0,1,2eb80be
222,2,16640,4096,12.032,7.424,80078.1,80000.0,1,2eb80be
223,3,16640,4096,11.136,6.304,84960.9,85000.0,1,2eb80be
224,0,16640,4096,12.128,7.584,10009.8,10000.0,1,2eb80be
225,1,16640,4096,12.160,7.840,14892.6,15000.0,1,2eb80be
226,2,16640,4096,11.232,6.304,20019.5,20000.0,1,2eb80be
227,3,16640,4096,12.064,7.424,24902.3,25000.0,1,2eb80be
228,0,16640,4096,12.544,7.776,30029.3,30000.0,1,2eb80be
229,1,16640,4096,12.432,7.648,34912.1,35000.0,1,2eb80be
230,2,16640,4096,10.864,6.240,40039.1,40000.0,1,2eb80be
231,3,16640,4096,12.369,7.584,44921.9,45000.0,1,2eb80be
232,0,16640,4096,12.848,7.712,50048.8,50000.0,1,2eb80be
233,1,16640,4096,11.152,6.240,54931.6,55000.0,1,2eb80be
234,2,16640,4096,12.416,7.616,60058.6,60000.0,1,2eb80be
235,3,16640,4096,11.232,6.432,64941.4,65000.0,1,2eb80be
236,0,16640,4096,12.752,7.872,70068.4,70000.0,1,2eb80be
237,1,16640,4096,11.184,6.240,74951.2,75000.0,1,2eb80be
238,2,16640,4096,12.128,7.648,80078.1,80000.0,1,2eb80be
239,3,16640,4096,12.656,7.936,84960.9,85000.0,1,2eb80be
240,0,16640,4096,12.608,7.808,10009.8,10000.0,1,2eb80be
241,1,16640,4096,10.656,6.112,14892.6,15000.0,1,2eb80be
242,2,16640,4096,11.168,6.368,20019.5,20000.0,1,2eb80be
243,3,16640,4096,12.048,7.392,24902.3,25000.0,1,2eb80be
244,0,16640,4096,12.336,7.680,30029.3,30000.0,1,2eb80be
245,1,16640,4096,12.352,7.520,34912.1,35000.0,1,2eb80be
246,2,16640,4096,12.352,7.552,40039.1,40000.0,1,2eb80be
247,3,16640,4096,11.840,7.200,44921.9,45000.0,1,2eb80be
248,0,16640,4096,12.784,8.128,50048.8,50000.0,1,2eb80be
249,1,16640,4096,12.512,7.744,54931.6,55000.0,1,2eb80be
250,2,16640,4096,12.128,7.520,60058.6,60000.0,1,2eb80be
251,3,16640,4096,12.736,8.032,64941.4,65000.0,1,2eb80be
252,0,16640,4096,12.352,7.648,70068.4,70000.0,1,2eb80be
253,1,16640,4096,12.672,7.840,74951.2,75000.0,1,2eb80be
254,2,16640,4096,12.688,7.936,80078.1,80000.0,1,2eb80be
255,3,16640,4096,12.448,8.096,84960.9,85000.0,1,2eb80be
256,0,16640,4096,11.121,6.368,10009.8,10000.0,1,2eb80be
257,1,16640,4096,12.240,7.392,14892.6,15000.0,1,2eb80be
258,2,16640,4096,10.560,5.376,20019.5,20000.0,1,2eb80be
259,3,16640,4096,12.416,7.776,24902.3,25000.0,1,2eb80be
260,0,16640,4096,12.160,7.456,30029.3,30000.0,1,2eb80be
261,1,16640,4096,11.968,6.976,34912.1,35000.0,1,2eb80be
262,2,16640,4096,11.024,6.336,40039.1,40000.0,1,2eb80be
263,3,16640,4096,12.640,7.936,44921.9,45000.0,1,2eb80be
264,0,16640,4096,10.544,5.248,50048.8,50000.0,1,2eb80be
265,1,16640,4096,10.832,6.304,54931.6,55000.0,1,2eb80be
266,2,16640,4096,10.992,6.336,60058.6,60000.0,1,2eb80be
267,3,16640,4096,11.744,6.656,64941.4,65000.0,1,2eb80be
268,0,16640,4096,12.560,7.808,70068.4,70000.0,1,2eb80be
269,1,16640,4096,12.560,7.744,74951.2,75000.0,1,2eb80be
270,2,16640,4096,10.768,6.112,80078.1,80000.0,1,2eb80be
271,3,16640,4096,12.480,7.712,84960.9,85000.0,1,2eb80be
272,0,16640,4096,11.840,7.296,10009.8,10000.0,1,2eb80be
273,1,16640,4096,12.416,7.584,14892.6,15000.0,1,2eb80be
274,2,16640,4096,13.184,8.160,20019.5,20000.0,1,2eb80be
275,3,16640,4096,12.608,7.840,24902.3,25000.0,1,2eb80be
276,0,16640,4096,12.240,7.488,30029.3,30000.0,1,2eb80be
277,1,16640,4096,12.224,7.680,34912.1,35000.0,1,2eb80be
278,2,16640,4096,12.832,7.968,40039.1,40000.0,1,2eb80be
279,3,16640,4096,12.208,7.392,44921.9,45000.0,1,2eb80be
280,0,16640,4096,12.192,7.456,50048.8,50000.0,1,2eb80be
281,1,16640,4096,12.368,7.648,54931.6,55000.0,1,2eb80be
282,2,16640,4096,12.480,7.808,60058.6,60000.0,1,2eb80be
283,3,16640,4096,12.560,8.000,64941.4,65000.0,1,2eb80be
284,0,16640,4096,12.480,7.776,70068.4,70000.0,1,2eb80be
285,1,16640,4096,12.320,7.104,74951.2,75000.0,1,2eb80be
286,2,16640,4096,12.336,7.584,80078.1,80000.0,1,2eb80be
287,3,16640,4096,12.624,7.904,84960.9,85000.0,1,2eb80be
288,0,16640,4096,12.032,7.680,10009.8,10000.0,1,2eb80be
289,1,16640,4096,12.224,7.456,14892.6,15000.0,1,2eb80be
290,2,16640,4096,12.448,7.680,20019.5,20000.0,1,2eb80be
291,3,16640,4096,11.888,7.232,24902.3,25000.0,1,2eb80be
292,0,16640,4096,11.152,6.272,30029.3,30000.0,1,2eb80be
293,1,16640,4096,11.776,7.232,34912.1,35000.0,1,2eb80be
294,2,16640,4096,11.792,7.360,40039.1,40000.0,1,2eb80be
295,3,16640,4096,12.128,7.584,44921.9,45000.0,1,2eb80be
296,0,16640,4096,12.736,7.968,50048.8,50000.0,1,2eb80be
297,1,16640,4096,10.496,6.080,54931.6,55000.0,1,2eb80be
298,2,16640,4096,12.752,8.032,60058.6,60000.0,1,2eb80be
299,3,16640,4096,10.720,6.080,64941.4,65000.0,1,2eb80be
300,0,16640,4096,11.936,6.656,70068.4,70000.0,1,2eb80be
301,1,16640,4096,12.400,7.680,74951.2,75000.0,1,2eb80be
302,2,16640,4096,12.208,7.488,80078.1,80000.0,1,2eb80be
303,3,16640,4096,11.824,7.616,84960.9,85000.0,1,2eb80be
304,0,16640,4096,12.320,7.904,10009.8,10000.0,1,2eb80be
305,1,16640,4096,12.400,7.776,14892.6,15000.0,1,2eb80be
306,2,16640,4096,11.888,7.328,20019.5,20000.0,1,2eb80be
307,3,16640,4096,12.176,7.392,24902.3,25000.0,1,2eb80be
308,0,16640,4096,10.624,6.112,30029.3,30000.0,1,2eb80be
309,1,16640,4096,12.288,7.744,34912.1,35000.0,1,2eb80be
310,2,16640,4096,10.656,6.080,40039.1,40000.0,1,2eb80be
311,3,16640,4096,12.208,7.296,44921.9,45000.0,1,2eb80be
312,0,16640,4096,12.672,7.968,50048.8,50000.0,1,2eb80be
313,1,16640,4096,12.096,7.520,54931.6,55000.0,1,2eb80be
314,2,16640,4096,10.720,5.952,60058.6,60000.0,1,2eb80be
315,3,16640,4096,10.624,5.952,64941.4,65000.0,1,2eb80be
316,0,16640,4096,12.448,7.648,70068.4,70000.0,1,2eb80be
317,1,16640,4096,12.608,7.968,74951.2,75000.0,1,2eb80be
318,2,16640,4096,12.640,7.808,80078.1,80000.0,1,2eb80be
319,3,16640,4096,12.016,7.488,84960.9,85000.0,1,2eb80be
320,0,16640,4096,11.904,7.040,10009.8,10000.0,1,2eb80be
321,1,16640,4096,12.896,8.160,14892.6,15000.0,1,2eb80be
322,2,16640,4096,12.160,7.360,20019.5,20000.0,1,2eb80be
323,3,16640,4096,11.120,6.208,24902.3,25000.0,1,2eb80be
324,0,16640,4096,11.168,6.336,30029.3,30000.0,1,2eb80be
325,1,16640,4096,12.448,7.712,34912.1,35000.0,1,2eb80be
326,2,16640,4096,12.176,7.200,40039.1,40000.0,1,2eb80be
327,3,16640,4096,12.320,7.488,44921.9,45000.0,1,2eb80be
328,0,16640,4096,12.928,8.064,50048.8,50000.0,1,2eb80be
329,1,16640,4096,12.624,7.872,54931.6,55000.0,1,2eb80be
330,2,16640,4096,12.112,7.360,60058.6,60000.0,1,2eb80be
331,3,16640,4096,12.192,7.168,64941.4,65000.0,1,2eb80be
332,0,16640,4096,10.976,6.336,70068.4,70000.0,1,2eb80be
333,1,16640,4096,12.304,7.552,74951.2,75000.0,1,2eb80be
334,2,16640,4096,12.384,7.200,80078.1,80000.0,1,2eb80be
335,3,16640,4096,12.528,7.744,84960.9,85000.0,1,2eb80be
336,0,16640,4096,12.464,7.680,10009.8,10000.0,1,2eb80be
337,1,16640,4096,10.896,5.600,14892.6,15000.0,1,2eb80be
338,2,16640,4096,11.104,6.272,20019.5,20000.0,1,2eb80be
339,3,16640,4096,12.144,7.648,24902.3,25000.0,1,2eb80be
340,0,16640,4096,11.984,6.816,30029.3,30000.0,1,2eb80be
341,1,16640,4096,12.656,7.840,34912.1,35000.0,1,2eb80be
342,2,16640,4096,11.024,6.336,40039.1,40000.0,1,2eb80be
343,3,16640,4096,12.192,7.104,44921.9,45000.0,1,2eb80be
344,0,16640,4096,12.288,7.296,50048.8,50000.0,1,2eb80be
345,1,16640,4096,12.577,7.872,54931.6,55000.0,1,2eb80be
346,2,16640,4096,11.936,7.200,60058.6,60000.0,1,2eb80be
347,3,16640,4096,12.032,7.136,64941.4,65000.0,1,2eb80be
348,0,16640,4096,10.784,6.080,70068.4,70000.0,1,2eb80be
349,1,16640,4096,12.320,6.816,74951.2,75000.0,1,2eb80be
350,2,16640,4096,12.208,7.424,80078.1,80000.0,1,2eb80be
351,3,16640,4096,12.528,7.680,84960.9,85000.0,1,2eb80be
352,0,16640,4096,10.672,5.280,10009.8,10000.0,1,2eb80be
353,1,16640,4096,12.672,7.840,14892.6,15000.0,1,2eb80be
354,2,16640,4096,12.848,8.064,20019.5,20000.0,1,2eb80be
355,3,16640,4096,10.864,5.504,24902.3,25000.0,1,2eb80be
356,0,16640,4096,12.656,7.680,30029.3,30000.0,1,2eb80be
357,1,16640,4096,12.448,7.648,34912.1,35000.0,1,2eb80be
358,2,16640,4096,11.904,6.752,40039.1,40000.0,1,2eb80be
359,3,16640,4096,12.384,7.552,44921.9,45000.0,1,2eb80be
360,0,16640,4096,12.752,7.904,50048.8,50000.0,1,2eb80be
361,1,16640,4096,12.128,7.008,54931.6,55000.0,1,2eb80be
362,2,16640,4096,12.352,7.520,60058.6,60000.0,1,2eb80be
363,3,16640,4096,12.416,7.616,64941.4,65000.0,1,2eb80be
364,0,16640,4096,10.512,5.248,70068.4,70000.0,1,2eb80be
365,1,16640,4096,12.112,7.488,74951.2,75000.0,1,2eb80be
366,2,16640,4096,12.512,7.808,80078.1,80000.0,1,2eb80be
367,3,16640,4096,12.064,7.712,84960.9,85000.0,1,2eb80be
368,0,16640,4096,12.208,7.584,10009.8,10000.0,1,2eb80be
369,1,16640,4096,12.784,8.000,14892.6,15000.0,1,2eb80be
370,2,16640,4096,12.352,7.744,20019.5,20000.0,1,2eb80be
371,3,16640,4096,13.265,8.352,24902.3,25000.0,1,2eb80be
372,0,16640,4096,12.352,7.168,30029.3,30000.0,1,2eb80be
373,1,16640,4096,12.560,7.776,34912.1,35000.0,1,2eb80be
374,2,16640,4096,12.000,7.232,40039.1,40000.0,1,2eb80be
375,3,16640,4096,12.944,8.192,44921.9,45000.0,1,2eb80be
376,0,16640,4096,11.040,6.176,50048.8,50000.0,1,2eb80be
377,1,16640,4096,12.544,7.808,54931.6,55000.0,1,2eb80be
378,2,16640,4096,12.368,7.648,60058.6,60000.0,1,2eb80be
379,3,16640,4096,12.096,7.328,64941.4,65000.0,1,2eb80be
380,0,16640,4096,12.000,7.648,70068.4,70000.0,1,2eb80be
381,1,16640,4096,12.560,7.584,74951.2,75000.0,1,2eb80be
382,2,16640,4096,12.480,7.712,80078.1,80000.0,1,2eb80be
383,3,16640,4096,11.712,7.392,84960.9,85000.0,1,2eb80be
384,0,16640,4096,11.152,6.208,10009.8,10000.0,1,2eb80be
385,1,16640,4096,10.928,6.336,14892.6,15000.0,1,2eb80be
